@relation 'P1BotAgent-freq_1-1803_120855-training-weka.filters.unsupervised.attribute.Remove-R1-8,21-26,33-36,38-40'

@attribute nearestEnemyLeftDistance numeric
@attribute nearestEnemyLef_X numeric
@attribute nearestEnemyLeft_Y numeric
@attribute nearestEnemyRightDistance numeric
@attribute nearestEnemyRight_X numeric
@attribute nearestEnemyRight_Y numeric
@attribute nearestBlockLeftDistance numeric
@attribute nearestBlockLeft_X numeric
@attribute nearestBlockLeft_Y numeric
@attribute nearestBlockRightDistance numeric
@attribute nearestBlockRight_X numeric
@attribute nearestBlockRight_Y numeric
@attribute enemyNearRight {0,1}
@attribute blockNearRight {0,1}
@attribute enemyAheadOnFloorHeight {0,1}
@attribute blockAheadOnFloorHeight {0,1}
@attribute isMarioOnGround {0,1}
@attribute isMarioAbleToJump {0,1}
@attribute isSlopeDown {0,1}
@attribute actionKey {0,1,2,3}

@data
2.236,8,11,5.385,14,11,4.472,5,7,12.728,18,18,0,0,0,0,0,0,0,2
2.236,7,10,4.123,13,10,5.831,4,6,9,18,9,0,0,0,0,0,0,0,2
2.236,7,10,4.123,13,10,5.831,4,6,9,18,9,0,0,0,0,0,0,0,2
2,7,9,4,13,9,6.083,3,8,6,15,9,0,0,0,1,0,0,0,2
3,6,9,3,12,9,7.071,2,8,5,14,9,0,0,0,1,1,0,0,2
4,5,9,3,12,9,7.071,2,8,5,14,9,0,0,0,1,1,1,0,2
4,5,9,3,12,9,7.071,2,8,5,14,9,0,0,0,1,1,1,0,2
5,4,9,2,11,9,8.062,1,8,4,13,9,1,0,0,1,1,1,0,2
5,4,9,2,11,9,8.062,1,8,4,13,9,1,0,0,1,0,0,0,3
5.099,4,10,1.414,10,10,7.616,2,6,7,16,9,0,0,1,0,0,0,0,3
2,9,11,12.728,18,18,8.246,1,7,12.728,18,18,0,0,0,0,0,0,0,3
2,9,11,12.728,18,18,8.246,1,7,12.728,18,18,0,0,0,0,0,0,0,2
3,9,12,9.055,18,10,8.062,1,8,12.728,18,18,0,0,0,0,0,0,0,2
2.236,8,11,8,17,9,9.22,0,7,12.728,18,18,0,0,0,0,0,0,0,2
2.236,8,11,8,17,9,9.22,0,7,12.728,18,18,0,0,0,0,0,0,0,2
2.236,8,11,8.062,17,10,9.22,0,7,12.728,18,18,0,0,0,0,0,0,0,2
2.236,7,10,7,16,9,12.728,0,0,4,13,9,0,0,0,1,0,0,0,2
2.236,7,10,7,16,9,12.728,0,0,4,13,9,0,0,0,1,0,0,0,2
2.236,7,10,7,16,9,12.728,0,0,4,13,9,0,0,0,1,1,0,0,2
4.123,5,10,6,15,9,12.728,0,0,3,12,9,0,0,0,1,1,1,0,2
4.123,5,10,6,15,9,12.728,0,0,3,12,9,0,0,0,1,1,1,0,2
4.123,5,10,5,14,9,12.728,0,0,3,12,9,0,0,0,1,1,1,0,2
5.099,4,10,4,13,9,12.728,0,0,2,11,9,0,1,0,1,1,1,0,2
5.099,4,10,4,13,9,12.728,0,0,2,11,9,0,1,0,1,0,0,0,3
5.385,4,11,4.123,13,10,12.728,0,0,8,17,9,0,0,0,1,0,0,0,3
6.708,3,12,3.606,12,11,12.728,0,0,8.246,17,7,0,0,0,0,0,0,0,3
6.708,3,12,3.606,12,11,12.728,0,0,8.246,17,7,0,0,0,0,0,0,0,2
8.062,2,13,3.606,11,12,12.728,0,0,7.071,16,8,0,0,0,0,0,0,0,2
8.544,1,12,2.828,11,11,12.728,0,0,7.28,16,7,0,0,0,0,0,0,0,2
8.544,1,12,2.828,11,11,12.728,0,0,7.28,16,7,0,0,0,0,0,0,0,2
2,9,11,12.728,18,18,12.728,0,0,6.325,15,7,0,0,0,0,0,0,0,2
1,9,10,12.728,18,18,12.728,0,0,5,14,9,0,0,0,0,0,0,0,2
1,9,10,12.728,18,18,12.728,0,0,5,14,9,0,0,0,0,0,0,0,2
12.728,0,0,12.728,18,18,2,7,9,2,11,9,0,1,0,1,0,0,0,2
12.728,0,0,12.728,18,18,12.728,0,0,4,13,9,0,0,0,1,0,0,0,2
12.728,0,0,9,18,9,12.728,0,0,5.385,14,7,0,0,0,0,0,0,0,2
12.728,0,0,8,17,9,12.728,0,0,4.472,13,7,0,0,0,0,0,0,0,2
12.728,0,0,8,17,9,12.728,0,0,4.472,13,7,0,0,0,0,0,0,0,2
12.728,0,0,8.062,17,10,12.728,0,0,4.472,13,7,0,0,0,0,0,0,0,2
12.728,0,0,7.071,16,10,12.728,0,0,3.606,12,7,0,0,0,1,0,0,0,2
12.728,0,0,7,16,9,12.728,0,0,2,11,9,0,1,0,1,0,0,0,2
12.728,0,0,7,16,9,12.728,0,0,2,11,9,0,1,0,1,0,0,0,2
12.728,0,0,6,15,9,12.728,0,0,1,10,9,0,1,0,1,1,0,0,2
12.728,0,0,6,15,9,12.728,0,0,1,10,9,0,1,0,1,1,1,0,2
12.728,0,0,5,14,9,12.728,0,0,1,10,9,0,1,0,1,0,0,0,3
12.728,0,0,5.099,14,10,12.728,0,0,2.828,11,7,0,0,0,1,0,0,0,3
12.728,0,0,5.385,14,11,12.728,0,0,2.236,11,8,0,1,0,0,0,0,0,3
12.728,0,0,5.831,14,12,12.728,0,0,2,11,9,0,1,0,0,0,0,0,3
12.728,0,0,5,13,12,12.728,0,0,1,10,9,0,1,0,0,0,0,0,3
12.728,0,0,5,13,12,12.728,0,0,1,10,9,0,1,0,0,0,0,0,3
12.728,0,0,5.657,13,13,12.728,0,0,5.099,10,4,0,0,0,1,0,0,0,3
12.728,0,0,5.657,13,13,12.728,0,0,5.099,10,4,0,0,0,1,0,0,0,3
12.728,0,0,5.657,13,13,12.728,0,0,5.099,10,4,0,0,0,1,0,0,0,3
12.728,0,0,5.657,13,13,12.728,0,0,5.099,10,4,0,0,0,1,1,0,0,3
12.728,0,0,5,12,13,5,9,4,5.099,10,4,0,0,0,1,1,1,1,2
12.728,0,0,5,12,13,5,9,4,5.099,10,4,0,0,0,1,1,1,1,2
12.728,0,0,5,12,13,5,9,4,5.099,10,4,0,0,0,1,1,1,1,2
12.728,0,0,5,12,13,5,9,4,5.099,10,4,0,0,0,1,1,1,1,2
12.728,0,0,5,12,13,5,9,4,5.099,10,4,0,0,0,1,1,1,1,2
12.728,0,0,5,12,13,5,9,4,5.099,10,4,0,0,0,1,1,1,1,2
12.728,0,0,5,12,13,5,9,4,5.099,10,4,0,0,0,1,1,1,1,2
12.728,0,0,4.472,11,13,5,9,4,5.385,11,4,0,0,0,1,1,1,1,2
12.728,0,0,4.472,11,13,5,9,4,5.385,11,4,0,0,0,1,0,1,0,2
12.728,0,0,3.606,11,12,1,8,9,1,10,9,0,1,0,0,0,0,0,2
12.728,0,0,3.606,11,12,1,8,9,1,10,9,0,1,0,0,0,0,0,2
12.728,0,0,2.828,11,11,1.414,8,8,1.414,10,8,0,1,0,0,0,0,0,2
12.728,0,0,2.828,11,11,1.414,8,8,1.414,10,8,0,1,0,0,0,0,0,2
12.728,0,0,2.236,11,10,2.236,8,7,2.236,10,7,0,0,1,0,0,0,0,2
12.728,0,0,2.236,11,10,2.236,8,7,2.236,10,7,0,0,1,0,1,0,1,2
12.728,0,0,2.236,11,10,2.236,8,7,2.236,10,7,0,0,1,0,1,1,1,2
12.728,0,0,2.236,11,10,2.236,8,7,2.236,10,7,0,0,1,0,1,1,1,2
12.728,0,0,2.236,11,10,2.236,8,7,2.236,10,7,0,0,1,0,1,1,1,2
1,9,10,6,15,9,2,9,7,8.062,10,1,0,0,0,1,1,1,1,2
1,9,10,6,15,9,2,9,7,8.062,10,1,0,0,0,1,1,1,1,2
12.728,0,0,6.083,15,8,1,8,9,2,11,9,0,1,0,1,0,1,0,2
12.728,0,0,6,15,9,2,9,7,8.062,10,1,0,0,0,1,0,0,0,3
12.728,0,0,6,15,9,2.828,7,7,8.062,10,1,0,0,0,1,0,0,0,3
12.728,0,0,5,14,9,2.828,7,7,8.062,10,1,0,0,0,1,0,0,0,3
12.728,0,0,4.123,13,8,2,7,9,1,10,9,0,1,0,1,0,0,0,3
12.728,0,0,4.123,13,8,2,7,9,1,10,9,0,1,0,1,0,0,0,3
12.728,0,0,4.123,13,8,2,7,9,1,10,9,0,1,0,1,1,0,0,3
12.728,0,0,4.123,13,8,2,7,9,1,10,9,0,1,0,1,1,1,0,2
12.728,0,0,4.123,13,8,2,7,9,1,10,9,0,1,0,1,0,0,0,3
12.728,0,0,4,13,9,3.606,6,7,12.728,18,18,0,0,0,1,0,0,0,3
12.728,0,0,4.123,13,10,3.162,6,8,12.728,18,18,0,0,0,0,0,0,0,3
12.728,0,0,4.123,13,10,3.162,6,8,12.728,18,18,0,0,0,0,0,0,0,2
12.728,0,0,4.472,13,11,3,6,9,12.728,18,18,0,0,0,0,0,0,0,2
12.728,0,0,2.236,11,10,4.123,5,8,12.728,18,18,0,0,1,0,0,0,0,2
12.728,0,0,2.236,11,10,4.123,5,8,12.728,18,18,0,0,1,0,0,0,0,2
12.728,0,0,2.236,11,10,4.123,5,8,12.728,18,18,0,0,1,0,0,0,0,2
12.728,0,0,2,11,9,4.472,5,7,12.728,18,18,1,0,0,1,0,0,0,2
12.728,0,0,2,11,9,4.472,5,7,12.728,18,18,1,0,0,1,0,0,0,2
12.728,0,0,2,11,9,4.472,5,7,12.728,18,18,1,0,0,1,1,0,0,2
12.728,0,0,1,10,9,5.385,4,7,12.728,18,18,1,0,0,1,1,1,0,2
12.728,0,0,1,10,9,5.385,4,7,12.728,18,18,1,0,0,1,0,0,0,3
12.728,0,0,1.414,10,10,5.099,4,8,12.728,18,18,0,0,1,0,0,0,0,3
2,9,11,9.849,18,13,5,4,9,12.728,18,18,0,0,0,0,0,0,0,3
2.236,8,11,8.944,17,13,6,3,9,12.728,18,18,0,0,0,0,0,0,0,2
3.162,8,12,9.434,17,14,5.831,6,4,12.728,18,18,0,0,0,0,0,0,0,2
2.236,8,11,8.944,17,13,6,3,9,12.728,18,18,0,0,0,0,0,0,0,2
2.828,7,11,8.062,16,13,7,2,9,12.728,18,18,0,0,0,0,0,0,0,2
2.828,7,11,8.062,16,13,7,2,9,12.728,18,18,0,0,0,0,0,0,0,2
2.236,7,10,7.616,16,12,7.071,2,8,12.728,18,18,0,0,0,0,0,0,0,2
3.162,6,10,6.708,15,12,8.062,1,8,12.728,18,18,0,0,0,0,0,0,0,2
3,6,9,6.325,15,11,8.246,1,7,12.728,18,18,0,0,0,1,0,0,0,2
4,5,9,6.325,15,11,8.246,1,7,12.728,18,18,0,0,0,1,1,0,0,2
4,5,9,7.28,16,11,8.246,1,7,12.728,18,18,0,0,0,1,1,1,0,2
5,4,9,6.325,15,11,9.22,0,7,12.728,18,18,0,0,0,1,1,1,0,2
5,4,9,6.325,15,11,9.22,0,7,12.728,18,18,0,0,0,1,1,1,0,2
5,4,9,6.325,15,11,9.22,0,7,12.728,18,18,0,0,0,1,1,1,0,2
6,3,9,5.385,14,11,10.63,2,1,12.728,18,18,0,0,0,1,1,1,0,2
6,3,9,5.385,14,11,10.63,2,1,12.728,18,18,0,0,0,1,1,1,0,2
6,3,9,5.385,14,11,10.63,2,1,12.728,18,18,0,0,0,1,1,1,0,2
7,2,9,4.472,13,11,11.314,1,1,12.728,18,18,0,0,0,1,1,1,0,2
8,1,9,4.472,13,11,11.314,1,1,12.728,18,18,0,0,0,1,1,1,0,2
8,1,9,5.385,14,11,11.314,1,1,12.728,18,18,0,0,0,1,1,1,0,2
9,0,9,4.472,13,11,12.042,0,1,12.728,18,18,0,0,0,1,1,1,1,2
9.055,0,10,4.472,13,11,12.042,0,1,12.728,18,18,0,0,0,1,1,1,1,2
9.055,0,10,4.472,13,11,12.042,0,1,12.728,18,18,0,0,0,1,1,1,1,2
12.728,0,0,3.606,12,11,12.728,0,0,12.728,18,18,0,0,0,0,1,1,1,2
12.728,0,0,3.606,12,11,12.728,0,0,12.728,18,18,0,0,0,0,1,1,1,2
12.728,0,0,3.606,12,11,12.728,0,0,12.728,18,18,0,0,0,0,1,1,1,2
12.728,0,0,2.828,11,11,12.728,0,0,12.728,18,18,0,0,0,0,0,1,0,2
12.728,0,0,2.236,11,10,1,8,9,8,17,9,0,0,1,0,0,0,0,2
12.728,0,0,2.236,11,10,1,8,9,8,17,9,0,0,1,0,0,0,0,2
12.728,0,0,2,11,9,2,7,9,7,16,9,1,0,0,1,0,0,0,2
12.728,0,0,2,11,9,2,7,9,7,16,9,1,0,0,1,0,0,0,2
12.728,0,0,2,11,9,2,7,9,7,16,9,1,0,0,1,1,0,0,2
12.728,0,0,1,10,9,3,6,9,6,15,9,1,0,0,1,1,1,0,2
12.728,0,0,1,10,9,3,6,9,6,15,9,1,0,0,1,0,0,0,3
12.728,0,0,1.414,10,10,3,6,9,6,15,9,0,0,1,0,0,0,0,3
2,9,11,5,13,12,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,3
2,9,11,5,13,12,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
3,9,12,5.657,13,13,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
2,9,11,4.243,12,12,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
2,9,11,4.243,12,12,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
2.236,8,11,3.162,10,12,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
1.414,8,10,2.236,10,11,6,3,9,3,12,9,0,0,0,0,0,0,0,2
1.414,8,10,2.236,10,11,6,3,9,3,12,9,0,0,0,0,0,0,0,2
1,9,10,6.083,15,10,7,2,9,2,11,9,0,1,0,1,0,0,0,2
2.236,7,8,6,15,9,2,7,9,2,11,9,0,1,0,1,0,0,0,2
2,7,9,6.083,15,10,7,2,9,2,11,9,0,1,0,1,0,0,0,2
3.162,6,10,4.472,13,11,8,1,9,1,10,9,0,1,0,1,0,0,0,2
2.236,7,10,4.472,13,11,8,1,9,1,10,9,0,1,0,1,0,0,0,2
2.236,7,10,4.472,13,11,8,1,9,1,10,9,0,1,0,1,0,0,0,2
2.236,7,10,4.472,13,11,8,1,9,1,10,9,0,1,0,1,0,0,0,2
2.828,7,11,4.472,13,11,8,1,9,1,10,9,0,1,0,1,0,0,0,2
2.236,7,10,4.123,13,10,8,1,9,1,10,9,0,1,0,1,0,0,0,2
2.236,7,10,4.123,13,10,8,1,9,1,10,9,0,1,0,1,0,0,0,2
2,7,9,4,13,9,3,6,9,1,10,9,0,1,0,1,0,0,0,2
2,7,9,4,13,9,3,6,9,1,10,9,0,1,0,1,0,1,0,2
2,7,9,3,12,9,3,6,9,1,10,9,0,1,0,1,1,0,0,3
1,8,9,3,12,9,3,6,9,1,10,9,0,1,0,1,1,1,0,2
1,8,9,3,12,9,3,6,9,1,10,9,0,1,0,1,0,0,0,3
1.414,8,10,3.162,12,10,8,1,9,1,10,9,0,1,0,1,0,0,0,3
2.236,8,11,3.606,12,11,8,1,9,1,10,9,0,1,0,1,0,0,0,3
12.728,0,0,11.314,17,17,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,0
12.728,0,0,11.314,17,17,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
12.728,0,0,11.314,17,17,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
12.728,0,0,10.63,17,16,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
12.728,0,0,9.899,16,16,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
12.728,0,0,9.22,16,15,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
12.728,0,0,8.602,16,14,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
12.728,0,0,9.22,16,15,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,2
12.728,0,0,7.81,15,14,12.728,0,0,9.487,18,6,0,0,0,0,0,0,0,2
12.728,0,0,7.211,15,13,12.728,0,0,8,17,9,0,0,0,0,0,0,0,2
12.728,0,0,7.211,15,13,12.728,0,0,8.062,17,8,0,0,0,0,0,0,0,2
12.728,0,0,6.708,15,12,12.728,0,0,8.246,17,7,0,0,0,0,0,0,0,2
12.728,0,0,5.385,14,11,12.728,0,0,7.616,16,6,0,0,0,0,0,0,0,2
12.728,0,0,4,13,9,12.728,0,0,6,15,9,0,0,0,1,0,0,0,2
12.728,0,0,4,13,9,12.728,0,0,6,15,9,0,0,0,1,1,0,0,2
12.728,0,0,4,13,9,12.728,0,0,6,15,9,0,0,0,1,1,1,0,2
12.728,0,0,3,12,9,12.728,0,0,5,14,9,0,0,0,1,1,1,0,2
12.728,0,0,3,12,9,12.728,0,0,5,14,9,0,0,0,1,1,1,0,2
12.728,0,0,3,12,9,12.728,0,0,5,14,9,0,0,0,1,1,1,0,2
12.728,0,0,2,11,9,12.728,0,0,4,13,9,1,0,0,1,1,1,0,2
12.728,0,0,2,11,9,12.728,0,0,4,13,9,1,0,0,1,0,0,0,3
12.728,0,0,2.236,11,10,12.728,0,0,4,13,9,0,0,1,0,0,0,0,3
12.728,0,0,2.236,10,11,12.728,0,0,5.831,14,6,0,0,0,0,0,0,0,3
2,9,11,12.728,18,18,12.728,0,0,5,13,6,0,0,0,0,0,0,0,2
3,9,12,12.728,18,18,12.728,0,0,4.472,13,7,0,0,0,0,0,0,0,2
2,9,11,12.728,18,18,12.728,0,0,5,13,6,0,0,0,0,0,0,0,2
2.236,8,11,12.728,18,18,12.728,0,0,4.243,12,6,0,0,0,1,0,0,0,2
2.236,8,11,12.728,18,18,12.728,0,0,4.243,12,6,0,0,0,1,0,0,0,2
1.414,8,10,12.728,18,18,12.728,0,0,2,11,9,0,1,0,1,0,0,0,2
2.236,7,10,12.728,18,18,12.728,0,0,1,10,9,0,1,0,1,0,0,0,2
2,7,9,12.728,18,18,12.728,0,0,1,10,9,0,1,0,1,0,0,0,2
2,7,9,12.728,18,18,12.728,0,0,1,10,9,0,1,0,1,1,0,0,2
3,6,9,12.728,18,18,12.728,0,0,1,10,9,0,1,0,1,1,1,0,2
3,6,9,12.728,18,18,12.728,0,0,1,10,9,0,1,0,1,0,0,0,3
3.162,6,10,12.728,18,18,12.728,0,0,1,10,9,0,1,0,1,0,0,0,3
3.606,6,11,12.728,18,18,12.728,0,0,3.606,11,6,0,0,0,1,0,0,0,3
4.243,6,12,12.728,18,18,12.728,0,0,2.828,11,7,0,0,0,0,0,0,0,3
4.243,6,12,12.728,18,18,12.728,0,0,2.828,11,7,0,0,0,0,0,0,0,2
4.243,6,12,12.728,18,18,12.728,0,0,2.828,11,7,0,0,0,0,0,0,0,2
5,5,12,9.849,18,13,12.728,0,0,2.236,10,7,0,0,0,0,0,0,0,2
5,5,12,9.849,18,13,12.728,0,0,2.236,10,7,0,0,0,0,0,0,0,2
5.385,4,11,8.544,17,12,12.728,0,0,3.162,10,6,0,0,0,1,0,0,0,2
5.385,4,11,8.544,17,12,12.728,0,0,3.162,10,6,0,0,0,1,1,0,1,2
5.385,4,11,8.544,17,12,12.728,0,0,3.162,10,6,0,0,0,1,1,1,1,2
5.385,4,11,8.544,17,12,12.728,0,0,3.162,10,6,0,0,0,1,1,1,1,2
6.325,3,11,7.616,16,12,3,9,6,3.162,10,6,0,0,0,1,1,1,0,2
6.083,3,10,7.28,16,11,1,8,9,1,10,9,0,1,0,1,0,1,0,2
6.083,3,10,7.28,16,11,1,8,9,1,10,9,0,1,0,1,0,0,0,3
6.083,3,10,7.28,16,11,1,8,9,1,10,9,0,1,0,1,1,0,0,3
6.083,3,10,7.28,16,11,1,8,9,1,10,9,0,1,0,1,1,1,0,2
7.071,2,10,7.28,16,11,1,8,9,1,10,9,0,1,0,1,0,0,0,3
7.28,2,11,7.616,16,12,3,9,6,3.162,10,6,0,0,0,1,0,0,0,3
7.616,2,12,8.062,16,13,2,9,7,2.236,10,7,0,0,0,0,0,0,0,3
7.616,2,12,8.062,16,13,12.728,0,0,2.236,10,7,0,0,0,0,0,0,0,2
8.544,1,12,7.211,15,13,2,9,7,2.236,10,7,0,0,0,0,0,0,0,2
8.246,1,11,7.616,16,12,3,9,6,3.162,10,6,0,0,0,1,0,0,0,2
8.246,1,11,7.616,16,12,3,9,6,3.162,10,6,0,0,0,1,0,0,0,2
8.246,1,11,7.616,16,12,3,9,6,3.162,10,6,0,0,0,1,1,0,0,2
8.246,1,11,7.616,16,12,3,9,6,3.162,10,6,0,0,0,1,1,1,0,2
9.22,0,11,7.616,16,12,3,9,6,3.162,10,6,0,0,0,1,1,1,0,2
12.728,0,0,6.708,15,12,3,9,6,3.162,10,6,0,0,0,1,1,1,0,2
12.728,0,0,6.708,15,12,3,9,6,3.162,10,6,0,0,0,1,1,1,0,2
12.728,0,0,6.708,15,12,3,9,6,3.162,10,6,0,0,0,1,1,1,0,2
12.728,0,0,6.708,15,12,3,9,6,3.162,10,6,0,0,0,1,1,1,0,2
12.728,0,0,6.708,15,12,3,9,6,5.831,14,6,0,0,0,1,1,1,1,2
12.728,0,0,6.708,15,12,3,9,6,5.831,14,6,0,0,0,1,1,1,1,2
12.728,0,0,6.708,15,12,3,9,6,5.831,14,6,0,0,0,1,1,1,1,2
12.728,0,0,5.831,14,12,3.162,8,6,5,13,6,0,0,0,0,1,1,1,2
12.728,0,0,5.831,14,12,3.162,8,6,5,13,6,0,0,0,0,1,1,1,2
12.728,0,0,5.831,14,12,3.162,8,6,5,13,6,0,0,0,0,1,1,1,2
12.728,0,0,5,13,12,3.606,7,6,4.243,12,6,0,0,0,0,1,1,1,2
12.728,0,0,5,13,12,3.606,7,6,4.243,12,6,0,0,0,0,0,1,0,2
12.728,0,0,4.472,13,11,1,8,9,5,12,5,0,0,0,1,0,0,0,2
12.728,0,0,4.472,13,11,1,8,9,5,12,5,0,0,0,1,0,0,0,2
12.728,0,0,3.606,12,11,2,7,9,4.472,11,5,0,0,0,0,1,0,1,2
12.728,0,0,3.606,12,11,2,7,9,4.472,11,5,0,0,0,0,1,1,1,2
12.728,0,0,3.606,12,11,2,7,9,4.472,11,5,0,0,0,0,1,1,1,2
12.728,0,0,2.236,11,10,1,8,9,5.099,10,4,0,0,1,0,0,1,0,2
12.728,0,0,1.414,10,10,1,8,9,5.099,10,4,0,0,1,0,0,0,0,2
12.728,0,0,1,10,9,1,8,9,3,12,9,1,0,0,1,0,0,0,2
12.728,0,0,6,15,9,2,7,9,2,11,9,0,1,0,1,0,0,0,2
12.728,0,0,5.099,14,10,2,7,9,5.099,10,4,0,0,0,1,0,0,0,2
12.728,0,0,5.385,14,11,4,5,9,4.123,10,5,0,0,0,0,0,0,0,2
12.728,0,0,4.472,13,11,4,9,5,4.123,10,5,0,0,0,0,0,0,0,2
12.728,0,0,4.472,13,11,4,9,5,4.123,10,5,0,0,0,0,0,0,0,2
12.728,0,0,4.472,13,11,4,9,5,4.123,10,5,0,0,0,0,0,0,0,2
12.728,0,0,3.606,12,11,4,9,5,4.123,10,5,0,0,0,0,0,0,0,2
12.728,0,0,3.162,12,10,4,5,9,5,14,9,0,0,0,1,0,0,0,2
12.728,0,0,3.162,12,10,4,5,9,5,14,9,0,0,0,1,0,0,0,2
12.728,0,0,2.236,11,10,5,4,9,4,13,9,0,0,1,0,1,0,1,2
12.728,0,0,1.414,10,10,5,4,9,4,13,9,0,0,1,0,1,1,1,2
12.728,0,0,1.414,10,10,5,4,9,4,13,9,0,0,1,0,1,1,1,2
12.728,0,0,12.728,18,18,1,8,9,3,12,9,0,0,0,1,0,1,0,2
12.728,0,0,12.728,18,18,5,9,4,3,12,9,0,0,0,0,0,0,0,2
12.728,0,0,12.728,18,18,4,9,5,4.123,10,5,0,0,0,0,0,0,0,2
12.728,0,0,12.728,18,18,4,9,5,10,15,1,0,0,0,1,0,0,0,2
12.728,0,0,12.728,18,18,4,9,5,10,15,1,0,0,0,1,0,0,0,2
12.728,0,0,12.728,18,18,4,9,5,10,15,1,0,0,0,1,0,0,0,2
12.728,0,0,9.055,18,10,4.123,8,5,9.434,14,1,0,0,0,1,0,0,0,2
12.728,0,0,9,18,9,5.099,8,4,1,10,9,0,1,0,1,0,0,0,2
12.728,0,0,9,18,9,5.099,8,4,1,10,9,0,1,0,1,0,0,0,2
12.728,0,0,9.055,18,8,3,6,9,1,10,9,0,1,0,1,0,0,0,2
12.728,0,0,12.728,18,18,3,6,9,1,10,9,0,1,0,1,1,0,0,2
12.728,0,0,12.728,18,18,3,6,9,1,10,9,0,1,0,1,1,1,0,2
12.728,0,0,12.728,18,18,3,6,9,1,10,9,0,1,0,1,0,0,0,3
12.728,0,0,12.728,18,18,5.099,8,4,1,10,9,0,1,0,1,0,0,0,3
12.728,0,0,12.728,18,18,4.123,8,5,9.434,14,1,0,0,0,1,0,0,0,3
12.728,0,0,12.728,18,18,3.162,8,6,8.602,14,2,0,0,0,0,0,0,0,3
12.728,0,0,12.728,18,18,3.162,8,6,8.602,14,2,0,0,0,0,0,0,0,2
12.728,0,0,12.728,18,18,3.162,8,6,8.602,14,2,0,0,0,0,0,0,0,2
12.728,0,0,9.22,18,11,3.606,7,6,8.062,13,2,0,0,0,0,0,0,0,2
12.728,0,0,12.728,18,18,3.606,7,6,8.062,13,2,0,0,0,0,0,0,0,2
12.728,0,0,12.728,18,18,4.472,7,5,8.944,13,1,0,0,0,1,0,0,0,2
12.728,0,0,12.728,18,18,4.472,7,5,8.944,13,1,0,0,0,1,1,0,0,2
12.728,0,0,12.728,18,18,4.472,7,5,8.944,13,1,0,0,0,1,1,1,0,2
12.728,0,0,12.728,18,18,4.472,7,5,8.944,13,1,0,0,0,1,1,1,0,2
12.728,0,0,9.055,18,10,5,6,5,8.246,17,7,0,0,0,1,1,1,0,2
12.728,0,0,9.055,18,10,5,6,5,8.246,17,7,0,0,0,1,1,1,0,2
12.728,0,0,9.055,18,10,5,6,5,8.246,17,7,0,0,0,1,1,1,0,2
12.728,0,0,9.055,18,10,5,6,5,8.246,17,7,0,0,0,1,1,1,0,2
12.728,0,0,8.062,17,10,5.657,5,5,7.28,16,7,0,0,0,1,1,1,0,2
12.728,0,0,9.055,18,10,5.657,5,5,7.28,16,7,0,0,0,1,1,1,0,2
12.728,0,0,9.055,18,10,5.657,5,5,7.28,16,7,0,0,0,1,1,1,0,2
12.728,0,0,8.062,17,10,6.403,4,5,6.325,15,7,0,0,0,1,1,1,0,2
12.728,0,0,8.062,17,10,6.403,4,5,6.325,15,7,0,0,0,1,1,1,0,2
12.728,0,0,8.062,17,10,6.403,4,5,6.325,15,7,0,0,0,1,1,1,0,2
12.728,0,0,7.071,16,10,7.211,3,5,5.385,14,7,0,0,0,1,1,1,0,2
12.728,0,0,7.071,16,10,7.211,3,5,5.385,14,7,0,0,0,1,1,1,0,2
12.728,0,0,7.071,16,10,7.211,3,5,5.385,14,7,0,0,0,1,1,1,0,2
12.728,0,0,7.071,16,10,7.211,3,5,5.385,14,7,0,0,0,1,1,1,0,2
12.728,0,0,7.071,16,10,8.062,2,5,4.472,13,7,0,0,0,1,1,1,0,2
12.728,0,0,7.071,16,10,8.062,2,5,4.472,13,7,0,0,0,1,1,1,0,2
12.728,0,0,7.071,16,10,8.062,2,5,4.472,13,7,0,0,0,1,1,1,0,2
12.728,0,0,6.083,15,10,8.246,7,1,3.606,12,7,0,0,0,1,1,1,1,2
12.728,0,0,6.083,15,10,8.246,7,1,3.606,12,7,0,0,0,1,1,1,1,2
12.728,0,0,6.083,15,10,8.246,7,1,3.606,12,7,0,0,0,1,1,1,1,2
12.728,0,0,5.099,14,10,8.544,6,1,2.828,11,7,0,0,0,0,1,1,1,2
12.728,0,0,5.099,14,10,8.544,6,1,2.828,11,7,0,0,0,0,1,1,1,2
12.728,0,0,5.099,14,10,8.544,6,1,2.828,11,7,0,0,0,0,1,1,1,2
12.728,0,0,5.099,14,10,8.944,5,1,2.236,10,7,0,0,0,0,1,1,1,2
