@relation 'P1BotAgent-freq_1-1803_120855-training-weka.filters.unsupervised.attribute.Remove-R1-8,21-26,33-36,38-40-weka.filters.unsupervised.attribute.Remove-R1-3,7-9'

@attribute nearestEnemyRightDistance numeric
@attribute nearestEnemyRight_X numeric
@attribute nearestEnemyRight_Y numeric
@attribute nearestBlockRightDistance numeric
@attribute nearestBlockRight_X numeric
@attribute nearestBlockRight_Y numeric
@attribute enemyNearRight {0,1}
@attribute blockNearRight {0,1}
@attribute enemyAheadOnFloorHeight {0,1}
@attribute blockAheadOnFloorHeight {0,1}
@attribute isMarioOnGround {0,1}
@attribute isMarioAbleToJump {0,1}
@attribute isSlopeDown {0,1}
@attribute actionKey {0,1,2,3}

@data
9.055,18,10,2.236,10,7,0,0,0,1,1,1,0,2
9.055,18,10,2.236,10,7,0,0,0,1,1,1,0,2
8.062,17,10,2.236,10,7,0,0,0,1,1,1,1,2
8.062,17,10,2.236,10,7,0,0,0,1,1,1,1,2
8.062,17,10,2.236,10,7,0,0,0,1,1,1,1,2
7.071,16,10,2.828,11,7,0,0,0,1,1,1,1,2
7.071,16,10,2.828,11,7,0,0,0,1,1,1,1,2
7.071,16,10,2.828,11,7,0,0,0,1,1,1,1,2
6.083,15,10,2.236,10,7,0,0,0,1,1,1,1,2
6,15,9,1,10,9,0,1,0,1,0,1,0,2
6,15,9,1,10,9,0,1,0,1,0,0,0,3
6,15,9,1,10,9,0,1,0,1,0,0,0,3
6,15,9,1,10,9,0,1,0,1,1,0,0,3
6,15,9,1,10,9,0,1,0,1,1,1,0,2
6,15,9,1,10,9,0,1,0,1,0,0,0,3
6.083,15,10,2.236,10,7,0,0,0,1,0,0,0,3
6.325,15,11,1.414,10,8,0,1,0,0,0,0,0,3
6.708,15,12,1,10,9,0,1,0,0,0,0,0,3
6.708,15,12,1,10,9,0,1,0,0,0,0,0,3
6.708,15,12,1,10,9,0,1,0,0,0,0,0,3
7.211,15,13,12.728,18,18,0,0,0,1,0,0,0,3
7.211,15,13,12.728,18,18,0,0,0,1,0,0,0,3
12.728,18,18,12.728,18,18,0,0,0,0,0,0,0,0
12.728,18,18,12.728,18,18,0,0,0,0,0,0,0,2
12.728,18,18,12.728,18,18,0,0,0,0,0,0,0,2
12.728,18,18,12.728,18,18,0,0,0,0,0,0,0,2
12.728,18,18,12.728,18,18,0,0,0,0,0,0,0,2
12.042,18,17,12.728,18,18,0,0,0,0,0,0,0,2
11.402,18,16,12.728,18,18,0,0,0,0,0,0,0,2
12.042,18,17,12.728,18,18,0,0,0,0,0,0,0,2
10.63,17,16,12.728,18,18,0,0,0,0,0,0,0,2
10,17,15,12.728,18,18,0,0,0,0,0,0,0,2
9.434,17,14,9,18,9,0,0,0,0,0,0,0,2
8.944,17,13,9.055,18,8,0,0,0,0,0,0,0,2
7.616,16,12,8.246,17,7,0,0,0,0,0,0,0,2
6.083,15,10,8.944,17,5,0,0,0,0,0,0,0,2
6,15,9,8,17,9,0,0,0,1,0,0,0,2
6,15,9,8,17,9,0,0,0,1,1,0,0,2
5,14,9,7,16,9,0,0,0,1,1,1,0,2
5,14,9,7,16,9,0,0,0,1,1,1,0,2
5,14,9,7,16,9,0,0,0,1,1,1,0,2
4,13,9,6,15,9,0,0,0,1,1,1,0,2
4,13,9,6,15,9,0,0,0,1,1,1,0,2
4,13,9,6,15,9,0,0,0,1,1,1,0,2
3,12,9,6,15,9,0,0,0,1,1,1,0,2
2,11,9,5,14,9,1,0,0,1,1,1,0,2
2,11,9,5,14,9,1,0,0,1,0,0,0,3
2.236,11,10,6.403,14,5,0,0,1,0,0,0,0,3
2.236,10,11,5,13,6,0,0,0,0,0,0,0,3
2.236,10,11,5,13,6,0,0,0,0,0,0,0,2
3.162,10,12,4.472,13,7,0,0,0,0,0,0,0,2
12.728,18,18,4.243,12,6,0,0,0,0,0,0,0,2
12.728,18,18,4.243,12,6,0,0,0,0,0,0,0,2
12.728,18,18,4.243,12,6,0,0,0,0,0,0,0,2
12.728,18,18,4.472,11,5,0,0,0,1,0,0,0,2
12.728,18,18,4.472,11,5,0,0,0,1,0,0,0,2
12.728,18,18,2,11,9,0,1,0,1,0,0,0,2
9.055,18,8,1,10,9,0,1,0,1,1,0,0,2
9.055,18,8,1,10,9,0,1,0,1,1,1,0,2
9.055,18,8,1,10,9,0,1,0,1,0,0,0,3
9,18,9,4.123,10,5,0,0,0,1,0,0,0,3
9.055,18,10,3.162,10,6,0,0,0,0,0,0,0,3
9.055,18,10,3.162,10,6,0,0,0,0,0,0,0,2
7.28,16,11,2.236,10,7,0,0,0,0,0,0,0,2
7.071,16,10,3.162,10,6,0,0,0,0,0,0,0,2
7.071,16,10,3.162,10,6,0,0,0,0,0,0,0,2
7.071,16,10,3.162,10,6,0,0,0,0,0,0,0,2
7,16,9,4,13,9,0,0,0,1,0,0,0,2
7,16,9,4,13,9,0,0,0,1,0,0,0,2
6,15,9,3,12,9,0,0,0,1,1,0,0,2
6,15,9,3,12,9,0,0,0,1,1,1,0,2
6,15,9,3,12,9,0,0,0,1,1,1,0,2
6,15,9,3,12,9,0,0,0,1,1,1,0,2
5,14,9,2,11,9,0,1,0,1,1,1,0,2
5,14,9,2,11,9,0,1,0,1,0,0,0,3
5.099,14,10,3.606,11,6,0,0,0,1,0,0,0,3
4.472,13,11,2.236,10,7,0,0,0,0,0,0,0,3
5.385,14,11,2.236,10,7,0,0,0,0,0,0,0,2
5.831,14,12,1.414,10,8,0,1,0,0,0,0,0,2
5.385,14,11,2.236,10,7,0,0,0,0,0,0,0,2
5.385,14,11,2.236,10,7,0,0,0,0,0,0,0,2
5.385,14,11,2.236,10,7,0,0,0,0,0,0,0,2
5.099,14,10,3.162,10,6,0,0,0,1,0,0,0,2
5.099,14,10,3.162,10,6,0,0,0,1,0,0,0,2
5.099,14,10,3.162,10,6,0,0,0,1,1,0,0,2
4.123,13,10,3.606,11,6,0,0,0,1,1,1,0,2
4.123,13,10,3.606,11,6,0,0,0,1,1,1,0,2
4.123,13,10,3.606,11,6,0,0,0,1,1,1,0,2
4.123,13,10,3.606,11,6,0,0,0,1,1,1,0,2
4.123,13,10,3.606,11,6,0,0,0,1,1,1,0,2
4.123,13,10,3.606,11,6,0,0,0,1,1,1,0,2
2.236,11,10,3.162,10,6,0,0,1,1,1,1,1,2
2.236,11,10,3.162,10,6,0,0,1,1,1,1,1,2
2.236,11,10,3.162,10,6,0,0,1,1,1,1,1,2
2.236,11,10,3.162,10,6,0,0,1,1,1,1,1,2
1.414,10,10,3,12,9,0,0,1,0,1,1,1,2
1.414,10,10,3,12,9,0,0,1,0,1,1,1,2
1.414,10,10,3,12,9,0,0,1,0,1,1,1,2
7.071,16,10,2,11,9,0,1,0,1,1,1,1,2
7.071,16,10,2,11,9,0,1,0,1,0,0,0,3
7.28,16,11,4,13,9,0,0,0,1,0,0,0,3
6.325,15,11,3,12,9,0,0,0,1,0,0,0,3
6.083,15,10,1,10,9,0,1,0,1,0,0,0,3
6.083,15,10,1,10,9,0,1,0,1,0,0,0,3
6,15,9,1,10,9,0,1,0,1,0,0,0,3
6,15,9,1,10,9,0,1,0,1,0,0,0,3
6.083,15,10,1,10,9,0,1,0,1,0,0,0,3
6.325,15,11,3,12,9,0,0,0,1,0,0,0,3
6.325,15,11,3,12,9,0,0,0,1,0,0,0,3
6.708,15,12,6.325,11,3,0,0,0,0,0,0,0,3
5.831,14,12,6.083,10,3,0,0,0,1,0,0,0,2
5.831,14,12,6.083,10,3,0,0,0,1,0,0,0,2
5.831,14,12,6.083,10,3,0,0,0,1,0,0,0,2
5.831,14,12,6.083,10,3,0,0,0,1,0,0,0,2
5.831,14,12,6.083,10,3,0,0,0,1,0,0,0,2
5.385,14,11,2,11,9,0,1,0,1,0,0,0,2
4.472,13,11,1,10,9,0,1,0,1,1,0,0,2
4.472,13,11,1,10,9,0,1,0,1,1,1,0,2
4.472,13,11,1,10,9,0,1,0,1,0,0,0,3
5,13,12,6.083,10,3,0,0,0,1,0,0,0,3
5.657,13,13,5.099,10,4,0,0,0,0,0,0,0,3
5.657,13,13,5.099,10,4,0,0,0,0,0,0,0,2
6.403,13,14,4.123,10,5,0,0,0,0,0,0,0,2
5,12,13,5.099,10,4,0,0,0,0,0,0,0,2
5,12,13,5.099,10,4,0,0,0,0,0,0,0,2
5,12,13,5.099,10,4,0,0,0,0,0,0,0,2
4.243,12,12,6.083,10,3,0,0,0,1,0,0,0,2
4.243,12,12,6.083,10,3,0,0,0,1,0,0,0,2
4.243,12,12,6.083,10,3,0,0,0,1,1,0,1,2
3.606,11,12,6.083,10,3,0,0,0,0,1,1,1,2
3.606,11,12,6.083,10,3,0,0,0,0,1,1,1,2
3.606,11,12,6.083,10,3,0,0,0,0,1,1,1,2
3.606,11,12,6.083,10,3,0,0,0,0,1,1,1,2
3.162,10,12,6.083,10,3,0,0,0,0,1,1,1,2
2.236,10,11,7.071,10,2,0,0,0,1,0,1,0,2
2.236,10,11,7.071,10,2,0,0,0,1,0,0,0,2
4.472,13,11,9,18,9,0,0,0,1,1,0,0,2
4.472,13,11,9,18,9,0,0,0,1,1,1,0,2
5.385,14,11,9,18,9,0,0,0,1,1,1,0,2
3.606,12,11,8,17,9,0,0,0,1,1,1,1,2
3.606,12,11,8,17,9,0,0,0,1,1,1,1,2
3.606,12,11,8,17,9,0,0,0,1,1,1,1,2
3.606,12,11,8,17,9,0,0,0,1,1,1,1,2
2.828,11,11,7,16,9,0,0,0,0,1,1,1,2
2.828,11,11,7,16,9,0,0,0,0,1,1,1,2
2.828,11,11,7,16,9,0,0,0,0,1,1,1,2
1.414,10,10,6.083,15,8,0,0,1,0,0,1,0,2
1.414,10,10,6.083,15,8,0,0,1,0,0,0,0,2
1.414,10,10,6.083,15,8,0,0,1,0,0,0,0,2
2,11,9,5.385,14,7,1,0,0,1,0,0,0,2
2.236,11,10,5.099,14,8,0,0,1,0,0,0,0,2
2.828,11,11,5,14,9,0,0,0,0,0,0,0,2
2.236,10,11,4,13,9,0,0,0,0,0,0,0,2
2.236,10,11,4,13,9,0,0,0,0,0,0,0,2
2.236,10,11,4,13,9,0,0,0,0,0,0,0,2
6.083,15,8,3,12,9,0,0,0,0,0,0,0,2
6.325,15,7,3.162,12,8,0,0,0,0,0,0,0,2
1.414,10,10,3.162,12,8,0,0,1,0,0,0,0,2
5,13,6,2.828,11,7,0,0,0,1,0,0,0,2
4.472,13,7,2.236,11,8,0,1,0,0,0,0,0,2
4.123,13,8,2,11,9,0,1,0,0,0,0,0,2
3.162,12,8,1,10,9,0,1,0,0,0,0,0,2
3.162,12,8,1,10,9,0,1,0,0,0,0,0,2
3.162,12,8,1,10,9,0,1,0,0,1,0,1,2
2.828,11,7,1.414,10,8,0,1,0,0,0,1,0,2
2.828,11,7,1.414,10,8,0,1,0,0,0,0,0,3
2.236,10,7,1.414,10,8,0,1,0,0,0,0,0,3
12.728,18,18,2.236,10,7,0,0,0,1,0,0,0,3
12.728,18,18,2.236,10,7,0,0,0,1,0,0,0,3
12.728,18,18,2.236,10,7,0,0,0,1,1,0,0,3
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,2.236,10,7,0,0,0,1,1,1,0,2
12.728,18,18,4.123,10,5,0,0,0,1,1,1,0,2
12.728,18,18,4.123,10,5,0,0,0,1,1,1,0,2
9.055,18,8,4.123,10,5,0,0,0,1,1,1,0,2
8.062,17,8,4.123,10,5,0,0,0,1,1,1,0,2
8.062,17,8,4.123,10,5,0,0,0,1,1,1,0,2
8,17,9,4.123,10,5,0,0,0,1,1,1,0,2
7,16,9,4.123,10,5,0,0,0,1,1,1,0,2
7,16,9,4.123,10,5,0,0,0,1,1,1,0,2
7,16,9,4.123,10,5,0,0,0,1,1,1,0,2
6,15,9,4.123,10,5,0,0,0,1,1,1,0,2
6,15,9,4.123,10,5,0,0,0,1,1,1,0,2
5,14,9,4.123,10,5,0,0,0,1,1,1,0,2
4,13,9,4.123,10,5,0,0,0,1,1,1,0,2
4,13,9,4.123,10,5,0,0,0,1,1,1,0,2
4,13,9,4.123,10,5,0,0,0,1,1,1,0,2
3,12,9,5,14,9,0,0,0,1,1,1,0,2
3,12,9,5,14,9,0,0,0,1,1,1,0,2
3,12,9,5,14,9,0,0,0,1,1,1,0,2
2,11,9,4,13,9,1,0,0,1,1,1,0,2
2,11,9,4,13,9,1,0,0,1,0,0,0,3
1.414,10,10,12.728,18,18,0,0,1,0,0,0,0,3
9.22,18,11,12.728,18,18,0,0,0,0,0,0,0,3
9.22,18,11,12.728,18,18,0,0,0,0,0,0,0,2
9.487,18,12,12.728,18,18,0,0,0,0,0,0,0,2
8.246,17,11,12.728,18,18,0,0,0,0,0,0,0,2
9.22,18,11,12.728,18,18,0,0,0,0,0,0,0,2
9.22,18,11,12.728,18,18,0,0,0,0,0,0,0,2
8.062,17,10,12.728,18,18,0,0,0,1,0,0,0,2
8.062,17,10,12.728,18,18,0,0,0,1,0,0,0,2
8.062,17,10,12.728,18,18,0,0,0,1,1,0,0,2
7.071,16,10,12.728,18,18,0,0,0,1,1,1,0,2
7.071,16,10,12.728,18,18,0,0,0,1,1,1,0,2
7.071,16,10,12.728,18,18,0,0,0,1,1,1,0,2
6.083,15,10,9,18,9,0,0,0,1,1,1,0,2
7.071,16,10,9,18,9,0,0,0,1,1,1,0,2
7.071,16,10,9,18,9,0,0,0,1,1,1,0,2
6.083,15,10,8,17,9,0,0,0,1,1,1,0,2
6.083,15,10,8,17,9,0,0,0,1,1,1,0,2
5.099,14,10,7,16,9,0,0,0,1,1,1,0,2
5.099,14,10,7,16,9,0,0,0,1,1,1,0,2
5.099,14,10,7,16,9,0,0,0,1,1,1,0,2
4.123,13,10,6,15,9,0,0,0,1,1,1,1,2
4.123,13,10,6,15,9,0,0,0,1,1,1,1,2
4.123,13,10,6,15,9,0,0,0,1,1,1,1,2
3.162,12,10,5,14,9,0,0,0,0,1,1,1,2
3.162,12,10,5,14,9,0,0,0,0,1,1,1,2
3.162,12,10,5,14,9,0,0,0,0,1,1,1,2
2.236,11,10,4,13,9,0,0,1,0,1,1,1,2
2.236,11,10,4,13,9,0,0,1,0,0,1,0,2
2,11,9,4,13,9,1,0,0,1,0,0,0,2
2,11,9,3,12,9,1,0,0,1,0,0,0,2
2,11,9,3,12,9,1,0,0,1,0,0,0,2
2.236,11,10,3,12,9,0,0,1,0,0,0,0,2
2.236,10,11,4,13,9,0,0,0,1,0,0,0,2
2.236,10,11,4,13,9,0,0,0,1,0,0,0,2
2.236,10,11,4,13,9,0,0,0,1,0,0,0,2
8.246,17,11,3,12,9,0,0,0,1,0,0,0,2
8.246,17,11,3,12,9,0,0,0,1,0,0,0,2
8.544,17,12,3,12,9,0,0,0,1,1,0,0,2
7.616,16,12,2,11,9,0,1,0,1,1,1,0,2
7.616,16,12,2,11,9,0,1,0,1,0,0,0,3
8.062,16,13,5.099,10,4,0,0,0,1,0,0,0,3
7.81,15,14,4.123,10,5,0,0,0,0,0,0,0,3
8.602,16,14,4.123,10,5,0,0,0,0,0,0,0,2
9.22,16,15,3.162,10,6,0,0,0,0,0,0,0,2
7.81,15,14,7.211,15,5,0,0,0,0,0,0,0,2
7.81,15,14,7.211,15,5,0,0,0,0,0,0,0,2
7.81,15,14,7.211,15,5,0,0,0,0,0,0,0,2
6.403,14,13,7.071,14,4,0,0,0,0,0,0,0,2
6.403,14,13,7.071,14,4,0,0,0,0,0,0,0,2
6.403,14,13,7.071,14,4,0,0,0,0,1,0,1,2
5,13,12,7.211,13,3,0,0,0,1,0,1,0,2
5,13,12,7.211,13,3,0,0,0,1,1,0,1,2
5,13,12,7.211,13,3,0,0,0,1,1,1,1,2
4.243,12,12,6.708,12,3,0,0,0,0,1,1,1,2
4.243,12,12,6.708,12,3,0,0,0,0,1,1,1,2
4.243,12,12,6.708,12,3,0,0,0,0,1,1,1,2
2.236,10,11,7.28,11,2,0,0,0,0,0,1,0,2
2.236,10,11,7.28,11,2,0,0,0,0,0,0,0,2
1.414,10,10,8.246,11,1,0,0,1,0,0,0,0,2
3.162,12,10,8.062,10,1,0,0,0,1,0,0,0,2
3,12,9,2,11,9,0,1,0,1,0,0,0,2
2.236,11,10,8.544,12,1,0,0,1,1,0,0,0,2
2.828,11,11,7.616,12,2,0,0,0,0,0,0,0,2
2.828,11,11,7.616,12,2,0,0,0,0,0,0,0,2
2.236,10,11,7.28,11,2,0,0,0,0,0,0,0,2
2.236,10,11,7.28,11,2,0,0,0,0,0,0,0,2
2.236,10,11,7.28,11,2,0,0,0,0,0,0,0,2
12.728,18,18,7.616,16,6,0,0,0,0,0,0,0,2
12.728,18,18,7.616,16,6,0,0,0,0,0,0,0,2
12.728,18,18,5,14,9,0,0,0,1,0,0,0,2
12.728,18,18,6.708,15,6,0,0,0,0,0,0,0,2
12.728,18,18,6.325,15,7,0,0,0,0,0,0,0,2
9.055,18,10,6.325,15,7,0,0,0,0,0,0,0,2
8.062,17,10,5.385,14,7,0,0,0,0,0,0,0,2
8.062,17,10,5.385,14,7,0,0,0,0,0,0,0,2
8.246,17,11,5.385,14,7,0,0,0,0,0,0,0,2
7.071,16,10,5,13,6,0,0,0,1,0,0,0,2
7.071,16,10,5,13,6,0,0,0,1,0,0,0,2
7,16,9,2,11,9,0,1,0,1,0,0,0,2
6,15,9,1,10,9,0,1,0,1,1,0,0,2
6,15,9,1,10,9,0,1,0,1,1,1,0,2
5,14,9,1,10,9,0,1,0,1,0,0,0,3
5.099,14,10,4.243,12,6,0,0,0,1,0,0,0,3
5.385,14,11,3.606,12,7,0,0,0,0,0,0,0,3
5.385,14,11,3.606,12,7,0,0,0,0,0,0,0,2
5,13,12,2.236,11,8,0,1,0,0,0,0,0,2
4.472,13,11,2.828,11,7,0,0,0,0,0,0,0,2
4.472,13,11,2.828,11,7,0,0,0,0,0,0,0,2
4.472,13,11,2.828,11,7,0,0,0,0,0,0,0,2
4.123,13,10,3.606,11,6,0,0,0,1,0,0,0,2
3.162,12,10,3.606,11,6,0,0,0,1,0,0,0,2
2.236,11,10,3.162,10,6,0,0,1,1,1,0,1,2
2.236,11,10,3.162,10,6,0,0,1,1,1,1,1,2
2.236,11,10,3.162,10,6,0,0,1,1,1,1,1,2
2.236,11,10,3.162,10,6,0,0,1,1,1,1,1,2
1.414,10,10,3.162,10,6,0,0,1,0,1,1,1,2
1.414,10,10,3.162,10,6,0,0,1,0,1,1,1,2
1.414,10,10,3.162,10,6,0,0,1,0,1,1,1,2
12.728,18,18,3.162,10,6,0,0,0,0,1,1,1,2
12.728,18,18,3,12,9,0,0,0,1,0,1,0,2
12.728,18,18,3,12,9,0,0,0,1,0,0,0,2
12.728,18,18,2.828,11,7,0,0,0,1,0,0,0,2
12.728,18,18,2.236,11,8,0,1,0,0,0,0,0,2
9.055,18,10,2.236,11,8,0,1,0,0,0,0,0,2
9.055,18,10,2.236,11,8,0,1,0,0,0,0,0,2
8.062,17,10,1.414,10,8,0,1,0,0,0,0,0,2
8.246,17,11,1.414,10,8,0,1,0,0,0,0,0,2
8.062,17,10,2.236,10,7,0,0,0,1,0,0,0,2
8.062,17,10,2.236,10,7,0,0,0,1,0,0,0,2
8.062,17,10,2.236,10,7,0,0,0,1,1,0,0,2
8.062,17,10,2.236,10,7,0,0,0,1,1,1,0,2
7.071,16,10,2.236,10,7,0,0,0,1,1,1,1,2
6.083,15,10,2.236,10,7,0,0,0,1,1,1,1,2
6.083,15,10,2.236,10,7,0,0,0,1,1,1,1,2
6.083,15,10,2.236,10,7,0,0,0,1,1,1,1,2
6.083,15,10,2.236,10,7,0,0,0,1,1,1,1,2
6.083,15,10,2.236,10,7,0,0,0,1,1,1,1,2
5.099,14,10,2.236,10,7,0,0,0,0,1,1,1,2
5.099,14,10,2.236,10,7,0,0,0,0,1,1,1,2
5.099,14,10,2.236,10,7,0,0,0,0,1,1,1,2
5.099,14,10,2.236,10,7,0,0,0,0,1,1,1,2
4.123,13,10,2.828,11,7,0,0,0,1,1,1,1,2
4,13,9,2,11,9,0,1,0,1,0,1,0,2
4,13,9,2,11,9,0,1,0,1,0,0,0,3
3,12,9,1,10,9,0,1,0,1,0,0,0,3
3,12,9,1,10,9,0,1,0,1,1,0,0,3
4,13,9,1,10,9,0,1,0,1,1,1,0,2
4,13,9,1,10,9,0,1,0,1,0,0,0,3
4.123,13,10,2.236,10,7,0,0,0,1,0,0,0,3
4.472,13,11,1.414,10,8,0,1,0,0,0,0,0,3
5,13,12,1,10,9,0,1,0,0,0,0,0,3
5,13,12,1,10,9,0,1,0,0,0,0,0,3
5,13,12,1,10,9,0,1,0,0,0,0,0,3
5.657,13,13,3.162,10,6,0,0,0,1,0,0,0,3
5.657,13,13,3.162,10,6,0,0,0,1,0,0,0,3
5.657,13,13,3.162,10,6,0,0,0,1,0,0,0,3
5.657,13,13,3.162,10,6,0,0,0,1,1,0,0,3
5,12,13,3.162,10,6,0,0,0,1,1,1,0,2
5,12,13,3.162,10,6,0,0,0,1,1,1,0,2
5,12,13,3.162,10,6,0,0,0,1,1,1,0,2
4.472,11,13,3.162,10,6,0,0,0,1,1,1,0,2
4.472,11,13,3.162,10,6,0,0,0,1,1,1,0,2
4.472,11,13,3.162,10,6,0,0,0,1,1,1,0,2
4.123,10,13,3.162,10,6,0,0,0,1,1,1,1,2
4.123,10,13,3.162,10,6,0,0,0,1,1,1,1,2
4.123,10,13,3.162,10,6,0,0,0,1,1,1,1,2
4.123,10,13,3.162,10,6,0,0,0,1,1,1,1,2
12.728,18,18,5.385,11,4,0,0,0,0,1,1,1,2
12.728,18,18,5.385,11,4,0,0,0,0,1,1,1,2
12.728,18,18,5.385,11,4,0,0,0,0,1,1,1,2
12.728,18,18,5.099,10,4,0,0,0,0,1,1,1,2
12.728,18,18,5.099,10,4,0,0,0,0,0,1,0,2
9,18,9,6.083,10,3,0,0,0,0,0,0,0,2
8,17,9,6.325,11,3,0,0,0,0,0,0,0,2
8.062,17,8,7.28,11,2,0,0,0,1,0,0,0,2
8,17,9,7.28,11,2,0,0,0,1,0,0,0,2
8,17,9,7.28,11,2,0,0,0,1,1,0,0,2
7,16,9,7.071,10,2,0,0,0,1,1,1,0,2
7.071,16,10,7.071,10,2,0,0,0,1,1,1,0,2
7.071,16,10,7.071,10,2,0,0,0,1,1,1,0,2
6.083,15,10,7,16,9,0,0,0,1,1,1,0,2
5.099,14,10,7,16,9,0,0,0,1,1,1,0,2
5.099,14,10,7,16,9,0,0,0,1,1,1,0,2
4.123,13,10,6,15,9,0,0,0,1,1,1,0,2
4.123,13,10,6,15,9,0,0,0,1,1,1,0,2
4.123,13,10,6,15,9,0,0,0,1,1,1,0,2
3.162,12,10,5,14,9,0,0,0,1,1,1,0,2
3.162,12,10,5,14,9,0,0,0,1,1,1,0,2
3.162,12,10,5,14,9,0,0,0,1,1,1,0,2
2.236,11,10,4,13,9,0,0,1,1,1,1,1,2
2.236,11,10,4,13,9,0,0,1,1,1,1,1,2
2.236,11,10,4,13,9,0,0,1,1,1,1,1,2
1.414,10,10,3,12,9,0,0,1,0,1,1,1,2
1.414,10,10,3,12,9,0,0,1,0,1,1,1,2
1.414,10,10,3,12,9,0,0,1,0,1,1,1,2
1.414,10,10,2,11,9,0,1,1,1,0,1,0,2
1,10,9,2,11,9,1,1,0,1,0,0,0,3
5.385,14,7,2,11,9,0,1,0,1,0,0,0,3
4.123,13,8,1,10,9,0,1,0,1,0,0,0,3
4,13,9,8,17,9,0,0,0,1,0,0,0,3
4,13,9,8,17,9,0,0,0,1,0,0,0,3
3.162,12,10,9.22,16,3,0,0,0,0,0,0,0,3
3.162,12,10,9.22,16,3,0,0,0,0,0,0,0,2
3.162,12,10,9.22,16,3,0,0,0,0,0,0,0,2
2.236,11,10,8.485,15,3,0,0,1,0,0,0,0,2
2.236,11,10,8.485,15,3,0,0,1,0,0,0,0,2
12.728,18,18,7.81,14,3,0,0,0,0,0,0,0,2
12.728,18,18,5,14,9,0,0,0,1,0,0,0,2
12.728,18,18,7.81,14,3,0,0,0,0,0,0,0,2
12.728,18,18,6.403,13,4,0,0,0,0,0,0,0,2
12.728,18,18,6.403,13,4,0,0,0,0,0,0,0,2
12.728,18,18,6.403,13,4,0,0,0,0,0,0,0,2
12.728,18,18,5.831,12,4,0,0,0,0,0,0,0,2
12.728,18,18,5.831,12,4,0,0,0,0,0,0,0,2
12.728,18,18,6.708,12,3,0,0,0,0,0,0,0,2
9.849,18,13,6.325,11,3,0,0,0,1,0,0,0,2
9.487,18,12,2,11,9,0,1,0,1,0,0,0,2
9.487,18,12,2,11,9,0,1,0,1,1,0,0,2
8.544,17,12,1,10,9,0,1,0,1,1,1,0,2
9.487,18,12,1,10,9,0,1,0,1,0,0,0,3
9.849,18,13,6.083,10,3,0,0,0,1,0,0,0,3
10.296,18,14,5.099,10,4,0,0,0,0,0,0,0,3
10.296,18,14,5.099,10,4,0,0,0,0,0,0,0,2
10.817,18,15,4.123,10,5,0,0,0,0,0,0,0,2
9.434,17,14,5.385,11,4,0,0,0,0,0,0,0,2
9.434,17,14,5.385,11,4,0,0,0,0,0,0,0,2
9.434,17,14,5.385,11,4,0,0,0,0,0,0,0,2
8.944,17,13,6.325,11,3,0,0,0,0,0,0,0,2
9.849,18,13,6.325,11,3,0,0,0,0,0,0,0,2
9.849,18,13,6.325,11,3,0,0,0,0,1,0,1,2
8.944,17,13,6.083,10,3,0,0,0,1,1,1,1,2
8.544,17,12,2,11,9,0,1,0,1,0,1,0,2
8.544,17,12,2,11,9,0,1,0,1,1,0,0,3
8.544,17,12,2,11,9,0,1,0,1,1,1,0,2
7.616,16,12,1,10,9,0,1,0,1,0,0,0,3
8.062,16,13,6.083,10,3,0,0,0,1,0,0,0,3
8.602,16,14,5.099,10,4,0,0,0,0,0,0,0,3
7.81,15,14,5.099,10,4,0,0,0,0,0,0,0,2
8.485,15,15,4.123,10,5,0,0,0,0,0,0,0,2
7.81,15,14,5.099,10,4,0,0,0,0,0,0,0,2
7.071,14,14,5.099,10,4,0,0,0,0,0,0,0,2
7.071,14,14,5.099,10,4,0,0,0,0,0,0,0,2
6.403,14,13,6.083,10,3,0,0,0,0,0,0,0,2
6.403,14,13,6.083,10,3,0,0,0,0,0,0,0,2
5,13,12,7.071,10,2,0,0,0,1,0,0,0,2
5,13,12,7.071,10,2,0,0,0,1,1,0,1,2
5,13,12,7.071,10,2,0,0,0,1,1,1,1,2
3.606,11,12,8,17,9,0,0,0,0,1,1,1,2
3.606,11,12,8,17,9,0,0,0,0,1,1,1,2
3.606,11,12,8,17,9,0,0,0,0,1,1,1,2
3.162,10,12,7,16,9,0,0,0,0,1,1,1,2
2.236,10,11,4,13,9,0,0,0,0,0,1,0,2
2.236,10,11,4,13,9,0,0,0,0,0,0,0,2
1.414,10,10,3,12,9,0,0,1,0,0,0,0,2
1.414,10,10,3,12,9,0,0,1,0,0,0,0,2
12.728,18,18,3,12,9,0,0,0,1,0,0,0,2
12.728,18,18,2,11,9,0,1,0,1,0,0,0,2
12.728,18,18,2,11,9,0,1,0,1,0,0,0,2
12.728,18,18,2,11,9,0,1,0,1,0,0,0,2
