@RELATION P1HumanAgent-freq_1-1803_121258-training

  @ATTRIBUTE timeSpent NUMERIC
  @ATTRIBUTE timeLeft NUMERIC
  @ATTRIBUTE intermediateReward NUMERIC
  @ATTRIBUTE intermediateRewardWonLastTick NUMERIC
  @ATTRIBUTE intermediateRewardWonLast6Ticks NUMERIC
  @ATTRIBUTE intermediaRewardPredicted6 NUMERIC
  @ATTRIBUTE intermediaRewardPredicted12 NUMERIC
  @ATTRIBUTE intermediaRewardPredicted24 NUMERIC
  @ATTRIBUTE nearestEnemyLeftDistance NUMERIC
  @ATTRIBUTE nearestEnemyLef_X NUMERIC
  @ATTRIBUTE nearestEnemyLeft_Y NUMERIC
  @ATTRIBUTE nearestEnemyRightDistance NUMERIC
  @ATTRIBUTE nearestEnemyRight_X NUMERIC
  @ATTRIBUTE nearestEnemyRight_Y NUMERIC
  @ATTRIBUTE nearestBlockLeftDistance NUMERIC
  @ATTRIBUTE nearestBlockLeft_X NUMERIC
  @ATTRIBUTE nearestBlockLeft_Y NUMERIC
  @ATTRIBUTE nearestBlockRightDistance NUMERIC
  @ATTRIBUTE nearestBlockRight_X NUMERIC
  @ATTRIBUTE nearestBlockRight_Y NUMERIC
  @ATTRIBUTE nearestCoinLeftDistance NUMERIC
  @ATTRIBUTE nearestCoinLeft_X NUMERIC
  @ATTRIBUTE nearestCoinLeft_Y NUMERIC
  @ATTRIBUTE nearestCoinRightDistance NUMERIC
  @ATTRIBUTE nearestCoinRight_X NUMERIC
  @ATTRIBUTE nearestCoinRight_Y NUMERIC
  @ATTRIBUTE enemyNearRight {0, 1}
  @ATTRIBUTE blockNearRight {0, 1}
  @ATTRIBUTE enemyAheadOnFloorHeight {0, 1}
  @ATTRIBUTE blockAheadOnFloorHeight {0, 1}
  @ATTRIBUTE isMarioOnGround {0, 1}
  @ATTRIBUTE isMarioAbleToJump {0, 1}
  @ATTRIBUTE isMarioAbleToShoot {0, 1}
  @ATTRIBUTE isMarioCarrying {0, 1}
  @ATTRIBUTE enemyWasKilledBin {0, 1}
  @ATTRIBUTE marioWasInjuredBin {0, 1}
  @ATTRIBUTE isSlopeDown {0, 1}
  @ATTRIBUTE coinsGainedLastTick NUMERIC
  @ATTRIBUTE marioMode NUMERIC
  @ATTRIBUTE marioStatus NUMERIC
  @ATTRIBUTE actionKey NUMERIC

@DATA
0,199,-1,-1,-1,0,0,0,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,-1,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,-1,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,-1,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,-1,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,-1,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,0,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,0,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,0,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,0,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,0,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,0,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
0,199,-1,0,0,-1,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
1,199,-1,0,0,-1,-1,-1,12.728,0,0,9.055,18,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
1,199,-1,0,0,-1,-1,-1,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0
1,198,-1,0,0,-1,-1,-1,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0
1,198,-1,0,0,-1,-1,-1,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
1,198,-1,0,0,-1,-1,-1,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
1,198,-1,0,0,-1,-1,-1,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,0
1,198,-1,0,0,-1,-1,-1,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
1,198,-1,0,0,-1,-1,-1,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
1,198,-1,0,0,-1,-1,-1,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
1,198,-1,0,0,-1,-1,-1,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
1,198,-1,0,0,-1,-1,-1,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
1,198,-1,0,0,-1,-1,-1,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
1,198,-1,0,0,-1,-1,-1,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
1,198,-1,0,0,-1,-1,-1,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
1,198,-1,0,0,-1,-1,-1,12.728,0,0,7.000,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
2,198,-1,0,0,-1,-1,-1,12.728,0,0,7.000,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
2,198,-1,0,0,-1,-1,-1,12.728,0,0,7.000,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,7.000,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,6.000,15,9,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,5.000,14,9,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,5.000,14,9,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,5.000,14,9,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,4.000,13,9,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,4.000,13,9,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,0,0,0,1,1,1,1,0,0,0,0,0,2,2,3
2,197,-1,0,0,-1,-1,-1,12.728,0,0,4.000,13,9,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,0,0,0,1,0,0,1,0,0,0,0,0,2,2,3
2,197,-1,0,0,-1,-1,-1,12.728,0,0,3.162,12,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3
2,197,-1,0,0,-1,-1,-1,12.728,0,0,3.606,12,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,3.606,12,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,3.606,11,12,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
2,197,-1,0,0,-1,-1,-1,12.728,0,0,2.236,10,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
3,197,-1,0,0,-1,-1,-1,12.728,0,0,2.236,10,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
3,197,-1,0,0,-1,-1,-1,12.728,0,0,2.236,10,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
3,196,-1,0,0,-1,-1,-1,1.000,9,10,12.728,18,18,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
3,196,-1,0,0,-1,-1,-1,1.000,9,10,12.728,18,18,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2
3,196,9,10,10,19,19,19,12.728,0,0,12.728,18,18,12.728,0,0,5.000,14,9,12.728,0,0,12.728,18,18,0,0,0,1,0,0,1,0,1,0,0,0,2,2,2
