0,199,-1,0,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,199,-1,0,0,12.728,0,0,9.055,18,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,199,-1,0,0,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,-1,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,0,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,0,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,0,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,0,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,9.000,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,0,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,0,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
0,199,-1,0,0,-1,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
1,199,-1,0,0,-1,12.728,0,0,9.055,18,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,198,-1,0,0,12.728,0,0,8.000,17,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,0,0
