@relation P3HumanAgent-freq_1-1105_161118-training-weka.filters.unsupervised.attribute.Remove-R42-83-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R34-35-weka.filters.unsupervised.attribute.Remove-R31-32

@attribute intermediateReward numeric
@attribute nearestEnemyLeftDistance numeric
@attribute nearestEnemyLeft_X numeric
@attribute nearestEnemyLeft_Y numeric
@attribute nearestEnemyRightDistance numeric
@attribute nearestEnemyRight_X numeric
@attribute nearestEnemyRight_Y numeric
@attribute nearestBlockLeftDistance numeric
@attribute nearestBlockLeft_X numeric
@attribute nearestBlockLeft_Y numeric
@attribute nearestBlockRightDistance numeric
@attribute nearestBlockRight_X numeric
@attribute nearestBlockRight_Y numeric
@attribute nearestCoinLeftDistance numeric
@attribute nearestCoinLeft_X numeric
@attribute nearestCoinLeft_Y numeric
@attribute nearestCoinRightDistance numeric
@attribute nearestCoinRight_X numeric
@attribute nearestCoinRight_Y numeric
@attribute numEnemiesObserved numeric
@attribute numCoinsObserved numeric
@attribute enemyNearRight {0,1}
@attribute blockNearRight {0,1}
@attribute enemyAheadOnFloorHeight {0,1}
@attribute blockAheadOnFloorHeight {0,1}
@attribute abyssAhead {0,1}
@attribute isMarioOnGround {0,1}
@attribute isMarioAbleToJump {0,1}
@attribute isMarioAbleToShoot {0,1}
@attribute isMarioCarrying {0,1}
@attribute isSlopeDown {0,1}

@data
-1,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,0,0,1,0,0
-1,12.728,0,0,5.099,14,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,5.385,14,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,4.472,13,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,5,13,12,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,4.472,13,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,4.472,13,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,4.472,13,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,4.123,13,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,4.123,13,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,4,13,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,0,0,1,0,0
-1,12.728,0,0,4,13,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,0,1,0,0
-1,12.728,0,0,3,12,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,3,12,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,3,12,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,3,12,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,1,1,1,0,0
-1,12.728,0,0,3,12,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,0,0,1,0,0
-1,12.728,0,0,3.162,12,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,3.606,12,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,3.606,12,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,4.243,12,12,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,2.236,10,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,2.236,10,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,2.236,10,11,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
-1,12.728,0,0,1.414,10,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,1,0,1,0,0,1,0,0
-1,12.728,0,0,1.414,10,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,1,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,8,17,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,5,14,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,4,13,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,4,13,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,4,13,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,3,12,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,3,12,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,3,12,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,2,11,9,12.728,0,0,12.728,18,18,0,0,0,1,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,2,11,9,12.728,0,0,12.728,18,18,0,0,0,1,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,2,11,9,12.728,0,0,12.728,18,18,0,0,0,1,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,1,10,9,12.728,0,0,12.728,18,18,0,0,0,1,0,1,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,4,13,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,0,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,9,18,9,12.728,0,0,12.728,18,18,0,0,0,0,0,1,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,2,11,9,12.728,0,0,12.728,18,18,0,0,0,1,0,1,1,0,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,2,11,9,12.728,0,0,12.728,18,18,0,0,0,1,0,1,1,1,0,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,2,11,9,12.728,0,0,12.728,18,18,0,0,0,1,0,1,1,1,1,1,0,0
9,12.728,0,0,12.728,18,18,12.728,0,0,1,10,9,12.728,0,0,12.728,18,18,0,0,0,1,0,1,1,0,0,1,0,0
9,12.728,0,0,9.055,18,8,12.728,0,0,8,17,9,12.728,0,0,12.728,18,18,1,0,0,0,0,1,1,0,0,1,0,0
9,12.728,0,0,9,18,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,9.055,18,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,8.062,17,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,8.062,17,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,8.062,17,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,7.071,16,10,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,7,16,9,12.728,0,0,12.728,18,18,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,6.083,15,8,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,6.083,15,8,12.728,0,0,6,15,9,12.728,0,0,12.728,18,18,1,0,0,0,0,0,1,1,0,1,0,1
9,12.728,0,0,5.099,14,8,12.728,0,0,5,14,9,12.728,0,0,9.22,18,7,1,2,0,0,0,0,1,1,1,1,0,1
9,12.728,0,0,5.385,14,7,1,8,9,5,14,9,12.728,0,0,9.487,18,6,1,2,0,0,0,1,1,0,1,1,0,0
9,12.728,0,0,5.385,14,7,1,8,9,5,14,9,12.728,0,0,9.487,18,6,1,2,0,0,0,1,1,1,0,1,0,0
9,12.728,0,0,5.385,14,7,1,8,9,5,14,9,12.728,0,0,9.487,18,6,1,2,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,5.385,14,7,1,8,9,5,14,9,12.728,0,0,9.487,18,6,1,2,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,5.385,14,7,1,8,9,5,14,9,12.728,0,0,9.487,18,6,1,2,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,4.472,13,7,2,7,9,4,13,9,12.728,0,0,8.544,17,6,1,4,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,3.606,12,7,2,7,9,4,13,9,12.728,0,0,8.544,17,6,1,4,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,3.606,12,7,2,7,9,4,13,9,12.728,0,0,8.544,17,6,1,4,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,3.606,12,7,2,7,9,4,13,9,12.728,0,0,8.544,17,6,1,4,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,3.606,12,7,2,7,9,4,13,9,12.728,0,0,8.544,17,6,1,4,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,3.162,12,8,2,7,9,4,13,9,12.728,0,0,8.544,17,6,1,4,0,0,0,1,1,1,1,1,0,0
9,12.728,0,0,2.236,11,8,3,6,9,3,12,9,12.728,0,0,7.616,16,6,1,6,1,0,0,1,1,1,1,1,0,0
9,12.728,0,0,2.236,11,8,3,6,9,3,12,9,12.728,0,0,7.616,16,6,1,6,1,0,0,1,1,1,1,1,0,0
9,12.728,0,0,2,11,9,3,6,9,3,12,9,12.728,0,0,7.616,16,6,1,6,1,0,0,1,1,0,0,1,0,0
9,12.728,0,0,2.236,11,10,12.728,0,0,3,12,9,12.728,0,0,7.28,16,7,1,6,0,0,1,0,1,0,0,1,0,0
9,12.728,0,0,2.828,11,11,12.728,0,0,8,17,9,12.728,0,0,7.071,16,8,1,6,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,2.236,10,11,12.728,0,0,8,17,9,12.728,0,0,7.071,16,8,1,6,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,3.162,10,12,12.728,0,0,9.899,16,2,12.728,0,0,7,16,9,1,6,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,2.236,10,11,12.728,0,0,8,17,9,12.728,0,0,7.071,16,8,1,6,0,0,0,0,1,0,0,1,0,0
9,12.728,0,0,2.236,10,11,12.728,0,0,8,17,9,12.728,0,0,7.071,16,8,1,6,0,0,0,0,1,0,0,1,0,0
9,2,9,11,12.728,18,18,12.728,0,0,7,16,9,12.728,0,0,6.083,15,8,1,8,0,0,0,1,1,0,0,1,0,0
9,1,9,10,12.728,18,18,12.728,0,0,2,11,9,12.728,0,0,6.325,15,7,1,8,0,1,0,1,1,0,0,1,0,0
9,1,9,10,12.728,18,18,12.728,0,0,2,11,9,12.728,0,0,6.325,15,7,1,8,0,1,0,1,1,0,0,1,0,0
19,12.728,0,0,12.728,18,18,4,5,9,2,11,9,12.728,0,0,6.708,15,6,0,8,0,1,0,1,1,0,0,1,0,0
